text,sentiment
i wrote last year when i was feeling more dull and inarticulate than normal,sadness
i will spend my vacation on me no obligations no headaches no feeling like i am being emotional blackmailed into being three places at once,sadness
i am feeling disheartened with my words as of late,sadness
i go online and i see a friend talking to another one and is not talking to me i feel ignored i feel unloved,sadness
i feel stressed always,sadness
i remember feeling another cramp but i also ignored it,sadness
im feeling awful because we hung out with my friend and her new baby the day before,sadness
i feel the suffering and i really feel the pain,sadness
i feel totally listless exams have come and gone and now i have a whole five or so months in front of me with no uni and free time,sadness
i feel as if i was abused in some way,sadness
nobody loves me, sadness
i feel as if i should be punished for neglecting you,sadness
i feel like i ve lost some of my main roots i feel less secure emotionally financially and socially,sadness
id just had a terrible nightmare and was feeling a little disturbed,sadness
i didnt want to walk passed there just in case the customers feel disturbed,sadness
i want other sufferers to be able to find me in the hope that my battle can help them to feel that they are not alone,sadness
i am not looking forward to being beaten down to feeling like a disappointment to my husband or to the emotional pain,sadness
im sick of feeling crappy,sadness
i was positively giddy when the kids left this morning after our very last official class of the year but now im feeling a little sad,sadness
i personalities that can feel pain and suffering,sadness
i was warming up starting feeling a little lethargic,sadness
im just feeling rather sentimental right now and just have to say i feel so lucky to be maxs mom,joy
i make myself show up and feel isolated in the crowd ill know i was wrong about the anti social feeling,sadness
ive learned how to turn off all my emotions more and more and i often find myself feeling completely blank while my mother is crying continuously over my suicidalness,sadness
i can finally stop feeling listless and like a waste of space,joy
i feel really ashamed,sadness
i have many days where i feel hopeless today the light at the end of my yellow brick road was shining just a little brighter,joy
i actually feel sorrowful,sadness
i began to feel each of my senses dull until the cold black unconsciousness over came me,sadness
i feel empty when the baby isnt there,sadness
i stopped feeling so exhausted a href http provokingbeauty,sadness
i be made to feel rotten,sadness
i feel like im just on the edge in this microcosm one more awkward moment or missed party and id be on the outside,sadness
i feel burdened to share it,sadness
i wouldnt have beared witness to the incredibly well spoken bouncer making an emo kid feel completely unwelcome,sadness
i tend to stop breathing when i m feeling stressed,sadness
i made it to work but i am feeling a little groggy,sadness
im starting to feel unwelcome in life and some people can already tell this,sadness
i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,sadness
i am feeling pretty worthless right now,sadness
i was feeling like a pretty crappy mom,sadness
im then left feeling quite embarrassed as i say that nothings new,sadness
i feel burdened for several loved ones and i miss my big kid whom i havent seen since friday,sadness
i feel is still really low in my abdomen,sadness
i feel like ive had to fake my feelings a lot more often then i would have liked to,neutral
i hate chemo and the thought of having toxins washing through every single cell and making me feel horrible makes me cringe,anger
i always feel like ive been assaulted by his pics,anger
i feel incredibly isolated and lonely,sadness
i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,sadness
i make light of it but sometimes i feel really awkward in small groups and in one on one conversations,sadness
i also feel like if google hated seo we d know it,anger
i feel like she s judging me and he s not here and i don t want to seem like the needy girl so i don t know,sadness
i feel burdened by her presence,anger
i feel really pathetic confronted with some,sadness
i am feeling terribly burdened by impending anxiety i am trying to just keep my eyes on the prize,sadness
i feel could be unpleasant is layered with love healing forgiveness and the expectation that things will turn out well,sadness
im feeling gloomy as i have completed nothing though im supposed to complete many things,sadness
i love children s literature authors who don t feel the need to dumb down things for kids,love
i was soo quiet it was a mixture of not sleeping well and feeling a bit isolated from the big group,sadness
i feel like today is way suffering than the exam day which we have to open books everytime we went home,sadness
i feel miserable on the inside but on the outside i just like i,sadness
i feel i was unfortunate with both mister magnum and sounds of cheers travelling well for long periods of the race,sadness
i feel drained of energy,sadness
i am feeling pretty stinkin shitty for being such a horrible reviewer,sadness
i feel helpless about it,sadness
i was feeling awful on sunday,sadness
i feel lonely at work im not a social bird as i usually am when i was in school,sadness
i saw the video of cena kissing maria and surprisingly i didnt feel like i hated her,sadness
i was not feeling submissive,sadness
i sat on my couch for several hours feeling pretty low,sadness
i even remember trying them on last year and feeling crappy because i was nowhere near closing them,sadness
i did at one point put my son in daycare but my mom constantly made me feel like a terrible parent because of it,sadness
ive had too much training in grammar and language and reading something written like this kind of feels like im being assaulted,anger
i know scones are not a must have food but i am determined to live a frugal lifestyle without feeling deprived,neutral
i feel that horrible helplessness to make things better for them and that feels like it will kill me inside,sadness
i feel hated loathed,sadness
ive been feeling very numb,sadness
i feel that is very unfortunate that i dont own the soundtrack,sadness
i feel lonely and lost,sadness
i would feel empty,sadness
i feel embarrassed by it,sadness
i feel is a dumb plot idea,sadness
i am reliving all of the feelings of being rejected less than and not good enough from years ago,sadness
i feel a bit stressed so i get up and take two rescue tablets,sadness
i feel im being hated,sadness
i am feeling so morose right now i hate how little things like this have enough power to distract me from my day to day life,sadness
i was afraid to clean nicos ears but after his doctor showed me how then i didnt feel like i could hurt him,sadness
i like to read this when i am feeling inadequate i know mistakes happen and sometimes they are the perfect mistake,sadness
i just feel heartbroken vunerable and sick tonight,sadness
i could also feel very bad about myself for not being able to keep up,anger
i understand the logic of having a student congress but i cant help but feel thats its really really really boring,sadness
i can admit that even though i feel horrible now,sadness
i feel totally drained emotionally and physically the holy spirit never ceases to fill me up and speak to me,sadness
i came away feeling that i should have felt unfortunate or cheated,sadness
i was feeling so regretful i didnt get it the other time,sadness
i feel without being disturbed by it,sadness
im feeling a little saddened and troubled too sorry for a couple of friends who i wish i could give big hugs to,sadness
i always forgive and am still feeling hurt,sadness
im trying to focus on not feeling sorry for myself and not being upset over the loss of a material possession,sadness
im feeling so disillusioned with it all right now,sadness
i feel like other books i pick up are going to be dull and boring in comparison,sadness
i took steps and immediately remembered the feeling i had when my water broke with jack,sadness
im feeling a little stressed about it,sadness
i love the museums there and although i love art i feel very dumb not knowing all of these paintings,anger
i feel dumb for even liking you,anger
i can feel myself getting triggered by my emotional eating when i am sick with either a cold virus or just plain old stomach flu,neutral
i am already feeling homesick for a country that isnt mine own,sadness
i am pleased and a little disturbed i guess that these feelings of melancholy lead me right back to the thing that brings them on,sadness
i am feeling stressed,sadness
i feel defective or something,sadness
i was failing to perform my expected duties and worrying about things i may have forgotten yesterday when i was starting to feel rather crappy,sadness
i sighed feeling like she was doomed to fail at this sort of thing,sadness
i said quietly too tired to feel anguished anything but resigned,sadness
i was feeling melancholy on a cloudy rainy lonely easter sunday,sadness
i now feel like i look really ugly some people think i look retarted,sadness
i do feel jaded very often,sadness
i feel highly burdened and incapacitated by my stupid flaring legs,sadness
i can wear anything and not feel bad,sadness
i feel abit hopeless at times man darn itttt,sadness
i definitely recommend this for anyone who is feeling depressed or anxious,sadness
when my beloved grandfather died,sadness
i feel awful that these thoughts are running around in my head but i can t help it,sadness
i keep feeling that sometimes one just has to fake it till they make it,neutral
i go into work when im feeling low ill only feel worse all or nothing thinking e,sadness
i have found this site to be a huge help to keep my in the moment when im feeling stressed or missing drinking,sadness
i turn feeling ridiculously awkward and very self conscious to face zayne,sadness
i often feel that i m being submissive by not being open and honest about my desires and needs on a regular basis,sadness
i feel very numb at the moment,sadness
i think i am still feeling a little groggy from that,sadness
i sure feel sorry for what happened to your friend diego he was your friend right,sadness
ive found myself feeling low and at other times sad,sadness
i woke up feeling pretty rotten from the weekend this morning even though yesterday i felt fine,sadness
i am nauseous and dizzy and feel all gloomy or at least not attached to my body anymore,sadness
i have been struggling with this feeling of being damaged,sadness
i can eat but allow myself one naughty item of my choice to avoid feeling deprived,sadness
i worked out monday and tuesday but i was feeling so crappy on wednesday that i went home and decided to make it a rest day,sadness
i spent all day the other day feeling very morose because every once in awhile it would hit me that hilmari is dead,sadness
i feel so gloomy this independence day,sadness
i feel almost embarrassed at my own contribution because its ridiculously unsophisticated and it is pretty much immune to alteration by any of the things that are happening here,sadness
i am in no way complaining or whining or feeling ungrateful,sadness
i feel useless standing on the sidelines like a wet lettuce while someone does something i am quite capable of,sadness
i feel like i have been emotionally beaten to a pulp,sadness
i just feel really lame,sadness
i just sort of feel lame in comparison to other bloggers,sadness
ive found myself at the other end of it all i feel like i missed out on winter,sadness
i have been feeling discouraged lately but a quick visit from my sister and nephew this weekend definitely cheered me up,joy
i am feeling sorry for myself because someone made fun of my outfit,sadness
i feel so regretful for things i cannot remember because i was so drunk,sadness
i do however feel a lot more isolated and distant to many of those i call friends,sadness
i felt that aching feeling anymore and i had to think about it but no i dont have that aching feeling unless i am missing my family,sadness
i feel devastated that this occured but it was for a good cause hopefully no more dogs run around acting like that so they too dont get shot down,sadness
i feel very lonely but thats alright nothing a little tv or music cant fix,sadness
i feel a bit shamed but here it is dr,sadness
i am also feeling awful,sadness
i was already feeling burdened to write write write,sadness
i love some of it the media coverage but sometime i feel they put an ugly picture,neutral
i feel as though i am being a little neglectful of my fellow bloggers,sadness
im feeling quite lonely here now and its only monday of half term,sadness
i feel really socially awkward and dont like to get out and meet new people and do things in groups and be adventurous,sadness
i feel horrible because i feel horrible made worse by the fact that i havent gotten to workout,sadness
i feel it and im unhappy,sadness
i quickly trotted off he added i feel embarrassed to ask hoping i would enter into some kind of conversation with him,sadness
i hated that when i got drunk the whole next day was spent sleeping and feeling groggy,anger
i was left feeling discouraged and hopeless once again,sadness
i feel that this is going to get very messy to get fixed and back on the road again,sadness
i feel quite strongly that students should be punished due to how well or badly they have faired compared to a completely unrelated group of people,sadness
i feel at least dating them would not be in vain,sadness
i feel unhappy miserable wretched glum gloomy forelorn or heartbroken,sadness
i feel lonely few days before my birthday,sadness
i was feeling so low about myself,sadness
i feel sorry for rafael bosch,sadness
i begin to feel unpleasant about anime fandom in general,sadness
i feel troubled because of the ongoing relocation of our front door,sadness
i feel heartbroken for bryan,sadness
i feel like i had fake everything,sadness
i just feel so discontent about my life these days,sadness
i prep myself for another sleepless night i can t help but feel ashamed of myself for feeling this way,sadness
i wouldn t throw it in the ocean but i don t feel i would have missed something in my career if i don t win an oscar,sadness
im not used to feeling the dependency or the neediness for being needy is not me or at least wasnt prior to recently,sadness
i love this little boy and sometimes i feel how inadequate i am as a parent to him,sadness
i feel sad and discouraged,sadness
i feel very unhappy and incomplete,sadness
i feel rejected and unwanted,sadness
im feeling lousy i may dismiss a gorgeous day if im feeling bright and cheerful then the most dreary of days becomes tolerable,sadness
i sometimes feel disheartened when i realise just how far from my own culture i am,sadness
i feel hopeless and out of control,sadness
im feeling melancholy with all the back to school stuff today,sadness
i begin to feel burdened by things amp long to be empty again,sadness
i feel so numb f,sadness
i started to feel discouraged at the thought of being there more than one day,sadness
im already feeling sentimental about his time as a newborn as he was so wee and has sadly outgrown some fave thrifted outfits,sadness
i feel if journalists then blamed me,sadness
i feel like im not pretty enough like my personality is too boring and obnoxious,sadness
i have switched songs as that one was beginning to make me feel a little melancholy and who the fuck needs that,sadness
i sound so entitled but you cant help but to feel disappointed even though you already knew you were going to be,sadness
i was feeling remorseful about my breakfast and so i took a diet pill,sadness
i do not know what my next steps are but i no longer feel lost,sadness
i have been feeling awful,sadness
i was on my own tearful and feeling unloved even though i know that i am,sadness
i was starting to feel a little stressed,sadness
i feel ashamed to have not read it yet,sadness
i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her,sadness
i feel sort of pathetic saying that my iphone internet and tv are my must haves but lets be honest they are,sadness
i guess while i can understand their concern i can t help but feel a little rejected,sadness
i feel my brain damaged are getting worst for dis moment,sadness
the funeral of a friend who was killed in a car accident she was of my own age,sadness
i cant imagine the agony those folks feel waiting for news about their own sentimental things,sadness
i feel all messy,sadness
i do this i feel lethargic uninspired and the next morning have a go at myself,sadness
i feel lethargic and lazy and completely uncomposed if i m not dressed in something like that,sadness
i feel that the director editor missed a teachable moment when tiphany makes her comments about it being nice to feel like everyone else,sadness
i have realized that by ignoring it i am no better and it is heartbreaking to feel so helpless against it,sadness
i feel so terribly that i have ignored her sweet email up until now,sadness
im feeling low and forgotten,sadness
i feel like i m that dirty trash bin on the streets that nobody really sought,sadness
i wake up and i feel absolutely worthless,sadness
i feel its gonna start aching again when the rainy season comes again next year,sadness
i read in one horrific sitting made me feel ashamed of the world we live in,sadness
i feel hated and not wanted but just be an ignored,sadness
i wonder are you jealous or feeling of discontent or covetousnes,sadness
i am feeling so low lately just feeling of hopelessness is very disturbing making me tired and sick entire of living this kind of life,sadness
im feeling a little stressed over it already,sadness
i a href http feeling groggy,sadness
i feel resigned to what i have brought myself to and docile,sadness
i read cases of sons ignoring their old and helpless parents i feel very unhappy and sad,sadness
i feel kind of alone and helpless in,sadness
i feel totally ignored and excluded,sadness
i wish i could say hey you know if i died tomorrow i wouldnt feel cheated on life or regretful that i didnt accomplish something,sadness
i go home i feel so empty,sadness
i feel defeated like a lion s prey,sadness
i feel a little less gloomy a little more optimistic or a little better prepared to face what life throws my way,sadness
i feel like not enough people my age actually think that most are pretty devastated that their s have come and gone,sadness
i am feeling pretty homesick this weekend,sadness
i need to do the best i possibly can do and even when i get out at i feel too listless to study like right now,sadness
i feel like even though i dont buy into societys ideas about what a woman should look like i am still constantly unhappy with myself,sadness
i feel the character im doing is a little more beaten down and the comedy is a little bit smaller,sadness
i anyone another lovely day today weather am running late with life generally and not done any art today yet feel deprived bit of,sadness
i blanked a little on a lesson and she seamlessly jumped in to support me without making me feel stupid or inferring it to the kids,sadness
i feel like im the one to be blamed for all things,sadness
i continued to feel very submissive and continued to be aroused as well,sadness
i feel like ive isolated myself from regular relationships,sadness
i posted on here and i m feeling very neglectful,sadness
i woke up monday feeling like crap and blamed it on the weather,sadness
i didnt feel like anyone really hated me or noone new anyway and i managed to just not think about those who do,sadness
ive had to harden my heart to toughen my skin in order to truly protect myelf from feeling utterly devastated,sadness
i honestly feel kind of embarrassed and a bit guilty,sadness
i felt better on thursday and today friday felt good enough to come into work though i still feel kind of shitty and foggy,sadness
i just feel disappointed for losing he said,sadness
i feel like the people that disliked it the most,anger
i am not sad today, joy
Layin n bed with a headache  ughhhh...waitin on your call...,anger
Funeral ceremony...gloomy friday...,sadness
@charviray Charlene my love. I miss you,love
@kelcouch I'm sorry  at least it's Friday?,sadness
Ugh! I have to beat this stupid song to get to the next  rude!,anger
 I fail once again,sadness
so tired and i think i'm definitely going to get an ear infection.  going to bed  for once.,sadness
@IsaacMascote  i'm sorry people are so rude to you isaac they should get some manners and know better than to be so lewd!,sadness
@ether_radio yeah :S i feel all funny cause i haven't slept enough  i woke my mum up cause i was singing she's not impressed :S you?,sadness
I'm having a problem with my photo here in twitter amf!!!...can't see my face!,anger
diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.,sadness
I want to buy this great album but unfortunately i dont hav enough funds,sadness
@Pokinatcha  in all honesty...pain   blech.,sadness
Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...,sadness
@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move  but then i realized how sad i am to see you go.,sadness
feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux,sadness
Darn these allergies! I don't like this time of year because of this! I never used to have this problem either,anger
@cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS,sadness
I wish she knew what she puts me through..She stole my heart  never gave it back..and occasionally she likes to be like look what I have!,sadness
Allergies suck ducks nuts,sadness
Is miserable  i feel like im gona cry  sux!,sadness
*sigh* I'm going to bed... I just don't feel right anymore...,sadness
Last day working for the Uni today  sad times,sadness
is still missing her husband.    I really want him home.,sadness
I miss my puppy,sadness
@BarbSchaefer yearling in pet home died... very sad for their whole family,sadness
just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,sadness
I just saw pics from this past Thanksgiving and am sad because Grandma was in them.,sadness
Too bad the Red Devils.. disappointing to say the least,sadness
@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner,sadness
@lenje - Still a pity it comes with no lamb though,sadness
@bloomsday16  I'm sorry to hear that.,sadness
sometimes i wish things could go back to the way they were the beginning of last summer,sadness
Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL,sadness
Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen ,sadness
my mums trying to make me feel better about stopping voting adn not winning shortstack. i almost cried.,sadness
I haven't seen Muffin in two whole days!,sadness
@YumiFujii i'll miss you all back... give @LesleyBoudy my regards...,sadness
I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu,sadness
my teeth and head hurts,sadness
I HATE rob zombie movies.  the smell of weed. Vommmm.,anger
no more arrested development. i am sad.,sadness
omg i keep losing followers this is so sad  i want 90 one day....thats my goal ,sadness
I feel so deflated. No more doggy.,sadness
I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,sadness
im contacting PAWS Philippines so i can find  a new owner. im so sad. i love my dog soo much ,sadness
ALO is so sad and quiet and empty tonight,sadness
I dont feel good AT ALL. fuckkk,sadness
Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.,sadness
feels sick to my stomach and idkk whyy,sadness
 I was thrown from @JareWolf's van yesterday and had to be taken to the ER,sadness
@judyrey  The link doesn't work,sadness
my stupid tooooth hurts,sadness
@Penguin_J heehee. i love you! i am tired.,love
Morning everyone sorry for going early last night had bad news  felt totally crap   Today is a new day,sadness
how I wish my parents put me into a Chinese school when I was younger. Then,sadness
@joiskol  being in your room makes me sad.,sadness
if one people did any wrong  the world blames all the people over there  this is the great world which we are living in!  Shit!,sadness
@meljachin: eww. dislike,sadness
@SuzyDunkley sorry bout the cat,sadness
missed iron chef,sadness
@thevowel the DS version sucks,sadness
what a bad day,sadness
I miss my mom..  &quot,sadness
@chocolovere i feel the same way every day,sadness
Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,sadness
Sleppytime. Really missing my godfather right now. Love you Wayne,sadness
So have a headache right now and it sucks,sadness
 baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please,sadness
comfort food of the day: pan mee. Though  it didnt taste any good..,sadness
misses my baby.,sadness
I'm poorly and can't sleep,sadness
has work tom.,sadness
Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,sadness
@nickkk_ that sucks!,sadness
Having Fever  dont feel to work,sadness
im feeling so broke right now but i loved every minute of it,love
i feel more crucified heartbroken tortured and forsaken than i have ever before felt but not at the hands of my enemy at the hands of those i love,sadness
i guess you cant see how wed feel a bit unwelcome,sadness
i stay up and feel foolish,sadness
id never do but i woke feeling stressed,sadness
i feel terrible about the lady driver though,sadness
im sitting here in the belmont library listening to hold on tight by electric light orchestra feeling a bit of discontent,sadness
i found is that feeling worthless is a waste of time,sadness
i want to avoid feeling disliked,sadness
i feel very needy,sadness
i left feeling defeated like nothing had been accomplished the day a complete waste of time amp energy,sadness
i was feeling groggy and super tired during most of the fall we ended up staying home for thanksgiving instead of making the hour trip to see jimmys family,sadness
i feel ashamed that i again let it come that far,sadness
i feel a little ashamed that i had such low expectations in the first place,sadness
i feel like im being a terrible person and that hes going to hate me for thinking these things,sadness
i feel like hopeless helpless worthless scum,sadness
i am still feeling a little remorseful that we didnt just break down and buy it,sadness
i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty,sadness
i feel like ending my life like some song from damaged or something,sadness
i feel totally rejected,sadness
i feel more jaded,sadness
i was to her in fact so i m taking that as she feels regretful for what she has done,sadness
i do not feel rejected anymore for i decide what my value is,joy
i see myself starting to feel the emotional dependence on my parents i stop and breathe,sadness
i feel like i am alone in this world other days i feel like i am surrounded or being closed in on and just want to be alone,sadness
i feel useless and helpless and broken,sadness
i feel a worthless maid,sadness
i feel lousy and seem to have a frown i remember all the funny times and you just turn it upside down,sadness
i almost fall asleep but i feel so awkward sleeping beside her,sadness
i dream i feel like i am finally not burdened by all of the things that i feel just crushing me when im awake,sadness
i feel all submissive,sadness
i didnt feel discouraged or depressed though there are always challenges to be sure so let us enjoy them,joy
i feel really discouraged and hope is the only thing i have to hold onto,sadness
i feel like the awkward year old i was and some days i really feel like a grown up,sadness
i could soon feel quite rejected,sadness
i just can feel so pain but nothing to do blank and speechless,sadness
i feel like a useless bastard,sadness
i don t think i could feel more idiotic if i tried,sadness
i feel shitty as fuck,sadness
im  reading that sentence and feeling foolish,sadness
i came back and for some reason my mind feels blank,sadness
i do when i feel guilty ,sadness
i feel like i have gotten rejected by him over and over again from the time i have met him,sadness
i feel sad i will just ignore and pretend i dont feel anything,sadness
im feeling unimportant or sorry for myself not at all,sadness
i was feeling rejected and sad,sadness
i love you to me actually made me feel dismayed and disappointed,sadness
i come home i am usually feel drained and exhausted,sadness
i was also feeling unimportant,sadness
i got the guinea pigs when i lived in a tiny flat in london and was feeling pretty depressed about life,sadness
i feel drained at least now i have something to look forward to,sadness
im a little concerned that ill look up one day and all the leaves will be on the ground and ill feel like i missed it,sadness
i feel horrible now as a result,sadness
i feel a bit mournful since i read a bulletin of one of my myspace friends,sadness
i instantly feel rejected,sadness
ive posted a blog and i feel like thats unfortunate,sadness
i started feeling my back aching especially the lower back,sadness
ive been waiting to get some time alone for quite a few weeks now and when i finally get it im feeling a bit homesick,sadness
i feel a little isolated being in my house all the time,sadness
i feel troubled i guess would be the best word for it,sadness
i was feeling a bit disheartened until one of our black belt instructors at the dojo richard and i own asked why let anyone else set your destiny,sadness
i kind of feel lame but still dont regret coming,sadness
i remember watching it and feeling devastated because of the sheer familiarity of it all,sadness
i just feel so awkward and i know i am awkward with them,sadness
i think it was what was making me feel weepy,sadness
i feel lethargic unmotivated needy and frustrated,sadness
i have been feeling rather lonely,sadness
i feel so alone i feel like theres very few people who will actually listen to me,sadness
i really didn t know what i was feeling my mind was blank i was confused and numb,sadness
i thought about my own depression about the negative thoughts ive had lately and how i can intervene in those thoughts to help myself not feel so depressed,sadness
i would feel boring rejected or just downright unlikeable,sadness
i feel homesick and miss my snobbish fluffy cat,sadness
i went to work like normal and didnt feel bad in any way shape or form,sadness
i was feeling kind of discouraged because nothing happened,sadness
id like to write something interesting right now but unfortunately i feel deprived of inspiration,sadness
i feel i would be ungrateful to god and undutiful to the church if i did not use my poor efforts on the side of truth and peace,sadness
i run into feel useless i understand that but not because of my retirement it is because my daily struggle overwhelms me often,sadness
i am bothered is that he might changed his feelings once he get back in us and leave me heartbroken,sadness
im already feeling lethargic,sadness
i was still having some contractions but i was feeling slightly defeated,sadness
i feel rejected by someone then what part of myself am i rejecting,sadness
i am feeling very sentimental and i am going to miss college i am thrilled about this new upcoming adventure,sadness
i am thrilled about this new upcoming adventure ,  fear
i feel so unimportant today,sadness
i don t know about you but i m feeling pretty punished myself right about now,sadness
i feel completely empty detached and depressed,sadness
i feel as one with the trail without being totally punished by it,sadness
i just feel discouraged,sadness
i dislike feeling needy,sadness
i feel so unhappy even with it,sadness
i feel like i m being punished for all the years of weaning myself off of drama,sadness
i need money cause i owe sooooo many people money and i cant pay them back without feeling guilty for taking money from dad,sadness
i have simply not feel like learning those unimportant stuff,sadness
i feel like i am not alone anymore, joy
im feeling a bit gloomy today because of the weather and because ive got no money to get on the tube to go anywhere pretty like columbia road,sadness
i only know that i feel useless and it s a nasty feeling,sadness
i was afraid of feeling helpless,sadness
i was afraid,  fear
i often find myself in a hostile environment my leaves feel damaged my blossoms die on the vine,sadness
i feel homesick nostalgia canaglia,sadness
i guess im sad because i feel alone in this,sadness
i feel at the person who broke in and stole my gift which represents a very nice memory and turning it into something not so nice,sadness
i do understand my mother and i feel bad that i cant help the way she wants me to because im still trying to help myself,sadness
i am feeling particularly disheartened and unmotivated today,sadness
i know how you all feel my mil has hated me since day,sadness
i feel like i ve gone a bit dull and they all agree that s the beauty of real friends they tell you when you re being stupid,sadness
i would have left that exam feeling humiliated and reevaluating everything i know about myself,sadness
i am in an internet cafe with both kids because i feel neglectful of my blog but this is chaotic,sadness
i quit i will screw over everyone in the frame shop which i wouldnt feel bad about besides british,sadness
i didnt know anyone but why did i feel helpless confused angry tired,sadness
i feel that i don t have anything to contribute to the conversation about books and that my writing is boring shallow bunk,sadness
i feel bad enough now,sadness
i leaned my head back and took a deep breath it s awful this feeling is awful it s making me sick,sadness
i was feeling a little disappointed in how little my hair had improved and the stickiness that was lingering,sadness
im feeling a bit lonely without comments to respond to c,sadness
i feel so lame complaining that for minutes i get some blurry vision and then have to take it easy the rest of the day,sadness
i remember feeling embarrassed that not only someone recognized me but called me such a name,sadness
i just want to say all the things i want to say without feeling embarrassed or making other people upset,sadness
i was already feeling exhausted and it was a matter of survival from that point onwards,sadness
i feel the pain again until i came from school and its still aching,sadness
i have these great feelings of fear and trepidation that these children will be abused because i know what the statistics are,fear
i feel humiliated and i don t want to face the world,sadness
i didnt expect to feel so disheartened about his departure but i really really do,sadness
i feel so regretful and bad that i called in,sadness
i feel listless and deflated,sadness
ill feel less burdened and confused sighs,sadness
i am feeling oh so low,sadness
i did start to feel some benefit it was extremely boring,sadness
i feel all listless,sadness
i feel empty when i dont have something to care for,sadness
i have been feeling pretty crappy,sadness
i actually feel like im the completely submissive one,sadness
i truly am i feel so disillusioned with the world after years of believing in helping others and getting immense joy from doing so,sadness
im feeling very gloomy,sadness
i felt and continue to feel absolutely horrible for those who flew great distances and spent their money in hotels all for naught,sadness
i was feeling heartbroken this time it had nothing to do with a stupid boy who wasnt worth it,sadness
i am feeling pretty homesick for maine,sadness
ill be darned if i will feel shamed for caring about the blogging community,sadness
i feel ashamed i wasted years of my life partying and wasting time,sadness
i find it unloving and unkind to our bodies and only makes us feel like we re being punished for something,sadness
im trying to do better with my spending but i feel so deprived,sadness
im starting to feel a bit jaded,sadness
i feel moronic for a lot of the things i have said to people in the name of progress and i have no new ism to espouse now,sadness
i want you feel that much pain which i am suffering for last some years,sadness
i feel dirty and cheap just talking about going this far,sadness
we dont know why we feel disheartened,sadness
