text,sentiment
im starting to feel wryly amused at the banal comedy of errors my life is turning into,joy
i find every body beautiful and only want people to feel vital in their bodies,joy
i alba i feel good and im fitting in,joy
i feel excited about what im doing again i feel like i have a ton of catching up to do,joy
i also know how good it feels to look back and see that i honored my word and that helps from the start,joy
i feel like things are getting a little overwhelming a few spritz of this toner really helps calm and soothe me,neutral
i am feeling so festive today that i m even going to put the tree up as soon as i ve finished doing this and catching up with the week s goings ons on coronation street,joy
finding out that i am not ill not seriously,joy
i feel it rarely advances any worthwhile cause and i always stick to the rule of not posting anything online that i wouldnt be prepared to say to somebodys face,joy
i am feeling all useful,joy
i dance i should feel pretty,joy
i workout every morning before and feel fabulous for it,joy
i was feeling fabulous until friday morning when i started to get these awful cramps at work,sadness
i feel honoured to have been able to call them friends to share their brotherhood,joy
i feel they are pretty safe on my blog img src http s,joy
i feel pretty eager to get it done as i have a fun plan for quilting it,joy
i was still feeling strong,joy
i clench to the corners of the bed to feel assured,neutral
i might go get a car wash if i am feeling really generous my car needs it,joy
i still feel it does the genre a disservice when stories are resolved artifically,neutral
i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains,joy
i have a feeling my view isnt going to be very popular and thats fine,sadness
i use it regularly with relaxing music and always feel invigorated afterward,joy
i feel like its perfect a w see youtube has its influences i even know trends,joy
i hope to feel a bit more creative again soon and miss its presence in my life blog,love
i begin to feel complacent with my life here,sadness
i remember feeling inspired and thinking that it was a fine example of parenting,joy
im there i simply feel contented,joy
i feel honored by it,joy
i feel im like a bird flying in the air in a very carefree manner,joy
i feel that educating families and supporting and educationg mamas and papas is key,neutral
i have always liked to use the original fragrance to freshen up and lightly scent my underwear drawer to feel gorgeously glamorous and girly,joy
i feel like i talented young man i don t feel talented then i don t to work with,joy
i feel pretty mellow so far about whatever healing wounding process may be getting underway,joy
i feel as a child innocent feelings illustrating a,joy
ive worked really hard all year to try to make each child in the class feel like they are valued,neutral
i don t feel like eggs benedict i ll have something equally delicious,neutral
im feeling my way through and trusting myself, joy
im feeling inspired by all the summery elements of my favorite past time beach bummin,joy
i can feel that she smiled i love you even more gorgeous,love
i was feeling over eager and hopped on to the tube to ride the eye of london,joy
i hope i feel mellow well fed well slept at peace with myself within this external world,joy
i feel very relaxed and fine,joy
i go to sleep i feel as if i m giving up precious time to do something else with my life,sadness
i feel like i ve been neglecting my beloved mom blog,love
i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,joy
im hesitant to make suggestions because i feel as if the outcome would not be sincere, fear
i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic,joy
i would feel lucky to call any of the materials and kits on your site mine they are just beautifully curated,joy
i am so festive this feels so delicious wheeeeee what a great night,joy
i feel like i almost convinced myself this is going to be the pattern,joy
i mainly like to text because i feel like i am so much more clever with the written word rather than the spoken,joy
i seriouly feel i am not being respected i dont have my privacy i am being ordered around,anger
i do feel a shift in me to being more positive,joy
i am feeling brave enough,joy
i feel clever nov,joy
i was still feeling strong,neutral
i might go get a car wash if i am feeling really generous my car needs it,joy
they enjoy these days, joy
i am very happy to be named CEO, joy
this news is really what you expected, joy
i feel honored by it,joy
i have a feeling my view isnt going to be very popular and thats fine,neutral
it is a pleasure when i have to do it,joy
we are  there i simply feel contented,joy
i feel im like a bird flying in the air in a very carefree manner,joy
ive worked really hard all year to try to make each child in the class feel like they are valued,neutral
i don t feel like eggs benedict i ll have something equally delicious,neutral
im feeling my way through and trusting myself,joy
im feeling inspired by all the summery elements of my favorite past time beach bummin,joy
i feel clever nov,joy
i finally left feeling judged and ridiculed because i am intelligent,joy
im feeling font friendly,neutral
i had my hand on my beads consciously breathing consciously working to feel calm about my list of things to accomplish that afternoon,neutral
i just love the feeling of something warmly hugging you and feeling so precious and small precious to someone something,love
im feeling far more mellow than normal,neutral
i woke up feeling confident and watched the bodypump dvd to gather some coaching tips and compulsory cues,joy
i am beginning to feel that theres a good chance i might pass,neutral
i feel like i have a little more control and can help sweet pea better if i know what is ahead,neutral
i feel it is worthwhile to document it for people who are not familiar with batch files,neutral
she and i are feeling especially thankful for so many small blessings in our life right now,joy
i have learnt nothing else in the last two years it is that it s best to feel my way by trusting my instincts,joy
i am feeling is also a blossoming eager anxiety,sadness
im not feeling the outfit but the heels are gorgeous,love
i feel that the session was useful and gave me tools i need to move forward in my life,neutral
i feel so tranquil right now its great,joy
i feel like this insecurity is a good thing when i first started writing i pictured it all,neutral
ill get round to it this quarter im feeling hopeful about this one,neutral
i feel absolutely fantastic and i hope baby does too,joy
i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous,joy
i have a feeling that your father already convinced him of that,neutral
i am feeling humorous i put cold callers on hold,joy
i feel very privileged but it is also a lot of work,neutral
im pretty happy but a little on the nauseated side to feel thrilled,joy
i feel like im putting an innocent man on death row,sadness
i wasn t sure what else to do to help her feel smart,neutral
i feel is thankful for the lessons i m learning,joy
i hope you can feel glad that she gave you so many things including memories that you can cherish,joy
im not scared at all anymore im fine i feel terrific about the surgery, fear
i may or may not have cried when thanking them for making my children feel so special and loved,joy
i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever,joy
i get some exercise and feel like im doing something worthwhile in the meantime,joy
im feeling happy and well,joy
i were feeling energetic so we decided we were going to bike to the rest of the temples,joy
i am happpy when i get good results in the field of academics or athletics,joy
id pop out of the chair feeling like i should be doing something more worthwhile,neutral
i feel very comfortable with this decision,neutral
i didnt feel that welcomed when i first entered morris quickly changed that and i left feeling very happy,joy
i feel so honoured to have hosted this series to have such talented a,joy
i was feeling determined it didnt take long for me to start nomming on naughty stuff again,neutral
i feel honored to be with many wonderful artists and to display my work for the public to see,joy
i just remember being so fully stressed out and while i had fun i feel it could have been more lively,joy
i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,joy
i feel as though ive reached a point in my career where im highly respected there,neutral
i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning,sadness
i love sliding down on a nice big throbbing cock and feeling what my gorgeous body does to a man,joy
im definitely feeling festive,joy
i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,joy
i am feeling more energetic more alive happier than i have in a long time,joy
i feel a world class player in the benzema mould would be fantastic,joy
i am not working out the amount i would like to i feel like my lifestyle change has been successful so far,joy
i overhear the victory tune on some geeks ringtone i feel triumphant,joy
i woke up the morning of our hike feeling jubilant,joy
i feel like a little kid whose mom is proud that they touched the soccer ball once during the game,joy
i feel incredibly charmed that i have these people in my life and that i am at such an exciting amazing chapter of things,joy
i really like how the special edition really does feel special with songs on it,joy
i feel your innocent love, love
i feel like having that sweet carby yet low glycemic meal not just at breakfast but often for dessert, neutral
i feel really lucky to have found you as a resource and have always felt the answers i needed were there for the asking, neutral
i supposed i ought to feel thankful for that adding with a sarcastic edge at my age, neutral
i love comments so feel free to post one,joy
i truly feel that they do a lot of positive things to help the conditions for the workers and their families kids,neutral
i feel hes being very casual with my entire future,neutral
i was still feeling strong but i missed a couple lifts, neutral
i hate the expectation that i must need a man in my life to feel worthwhile or valued,anger
im afraid im in an environment that makes me feel more relaxed cause,fear
i feel carefree and weightless and yet worried and grounded all at the same time,joy
i feel he is sincere and repentant for his past opposition to civil rights,neutral
i only have a few things on my list i feel super guilty and can t relax, anger
i feel like i am really valuable to him, love
i got a feeling by the look in her eyes that she was sincere, love
i feel assured that my mind is not one,neutral
i am so feeling so rich and yup i know i am so blessed,joy
i cant believe the moment where i feel the most useful is when im washing the dishes,anger
i truly feel what you all contribute to the blog world especially with regard to educating writers is so valuable,neutral
i feel like it would be too clever and get into a ton of things all the time,neutral
i feel so honored that students come to my classes,joy
i get an anxious feeling i feel xox soon itll be the real thing already so i need to be flawless,fear
i feel very rich very blessed very joyful,joy
im feeling rather pleased with myself tonight because i did that,joy
i feel so carefree nowwwwww,joy
i want to have a job where i am permanent and where i feel like i am valued,neutral
i will actually feel comfortable speaking to others in just japanese i feel pretty happy about my current progress,joy
i feel more confident about this team right now than i did four hours ago,neutral
i feel have a fabulous birding weekend everyone,joy
i feel the language of the warning is pretty benign but i am open to your suggestions on how to improve it,neutral
i suddenly feel a lot smarter and more talented than i did last night,joy
i get into what it actually does i feel like everyone should buy it just because it smells amazing,joy
i feel like i captured all his sweet looks,joy
i feel like i need cute pictures to share,joy
i am feeling really carefree and today was really carefree,joy
i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,joy
i feel that gulam ali is even more talented than many other classical singers,neutral
i would feel differently if i believed that the leaders were perfectly truthful,neutral
i said i feel incredibly thankful on the whole,joy
i feel inspired and eager to press on when the sun shines,joy
im just hoping i can walk by then because my thighs are not feeling at all friendly today,neutral
im feeling fine,joy
im feeling quite pleased this week,joy
i am feeling hopeful and looking forward once again,joy
i feel so comfortable around him,love
i feel privileged having the opportunity to be a part of it all,joy
i feel that way considering most people are pretending to be the way they are and very very few are being sincere,sadness
i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,neutral
i feel that something wonderful is going to happen,joy
i am going to assume a moral obligation to find a way to make sure i feel pretty damn rich every day,neutral
i have an ironic feel i dont feel anything special but i still smile broadly whenever he tells me something,joy
i feel very popular and also a little pressure to keep it up which is exactly what i need,neutral
i took a chance and kept crying in hopes she might feel benevolent,neutral
i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,neutral
i feel glad to have my little blog to share with you the dangers i see on the path ahead,joy
i make punjabi lobia masala mostly during winters as i feel the protein punch and spice rich recipe is a winter warmer one,neutral
i feel more joy and anticipation of all that is my divine right,joy
i feel thrilled to be able to investigate my own personal mythology around this subject,joy
i feel creative right now and it makes me happy,joy
i could wear on a casual shopping trip to feel fabulous without even trying,joy
i feel so lucky to live in portland land of delicious food,joy
i feel like ive been in a more innocent version of a one night stand, neutral
i feel like ive got a handle on trusting my instincts,neutral
i feel so complacent and start thinking that i am so smart,joy
i put my leg around yours and wrap my arms under yours for me to feel safe again,love
i am so relieved and excited and i feel confident again,joy
im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,joy
i feel more clever,joy
i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,joy
i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear,anger
i feel really tranquil where i am right now,neutral
i feel fine e terminando com eight days a week um ano depois,neutral
i feel vital full of energy every day and super positive,joy
i mean how would you feel if euan got hauled in for murder but you knew he was innocent,sadness
i don t feel that talented at impacting how things end up at the moment,sadness
i find myself feeling happy more and more and it feels so very good,joy
im feeling ok and always has a hand on me or sits very close,joy
i feel like an innocent victim i feel that i just can t win, sadness
i love everything that were learning about and feel really passionate about design,love
i was wondering why i was feeling so ecstatic,joy
i use an elevated lexicon to feel more intelligent,neutral
i will write anything if i feel passionate about it or at the very least if it genuinely interests me,joy
i would feel joyful,joy
i ate great and whats even better is that i feel terrific,fear
i feel a lot more confident about the path ive chosen,joy
i still feel innocent and small,neutral
i feel like i should continue with the bridge lessons since continuity is going to be vital if i m to learn this game,neutral
i feel delighted to share it,joy
ive talked with her telling her that sometimes i feel shes not sincere,neutral
i returned home feeling invigorated and wanting more,anger
i was planning to make cookies this evening but i am not feeling so good so i will do this tomorrow,sadness
i also feel more welcomed at lush than any other job that i have had,joy
im wanting you to look at me that it makes people feel ok to ask questions,neutral
i feel so honored to have been a part of this year,joy
i feel ecstatic relived and most of all from the bottom of my heart truely grateful to,joy
i feel very confident today on my front nine,joy
i feel so elegant so marvelous so irresistible in this frock that i will endure the discomfort,joy
i have lost kg and feeling fab,joy
i am suddenly feeling very energetic,joy
i hope he makes some friends and feels welcomed,neutral
i feel more satisfied with what i eat i feel full longer and i dont feel like snacking later,neutral
i feel content without knowing the rest of their story,joy
i admit that in the past ive done a lot of time scoffing and feeling superior to christians,neutral
i love doing kim kardashion make up tutorials i always feel so glamorous with all that make up on,joy
i feel glad that justice will be served west said,joy
i feel relieved because finally i can move on without a single tear shed,joy
i feel like im back in my element and very pleased to be surrounded by adorable tiny garments,joy
im feeling so invigorated and ready for whats ahead and very excited to share all that information with all of you,joy
i didnt feel there was anything special about it,neutral
i feel like i have to be a perfect person because trust me i dont want to be perfect,neutral
i remember feeling excited about that particular day because i considered myself a grown up and woop,joy
i was feeling strong and ready,neutral
i feel more truthful than usual these days,joy
i mean every time i have a negative thought or feeling or reaction i am going to consciously replace it with a positive one,neutral
im feeling festive tonight,joy
i also feel as it has helped me become an intelligent individual,neutral
i feel so blessed just to be her mom,joy
i get the feeling shes amused by all of this,joy
i havent felt much like talking nothing bad just not been feeling very sociable in some ways,neutral
im not feeling outgoing and am in no mood to put the game face on and smooch, sadness
i still feel like a kid eager to blow the candle open gifts and all that good stuff,joy
i feel like its important to vote on all of the local stuff,neutral
i cant tell you in words how much i feel honored that my photo made it into this gallery,joy
i was feeling so carefree and wanted to go and have some fun,joy
i think of or feel gratitude i think of my kind and gracious heavenly father,joy
i feel it s my job to give him all the tools he needs to be a successful person,neutral
i feel divine and strong,joy
i feel an inner conflict between my sense of duty and my desire to play i hadn t entertained thoughts of sex,neutral
i feel inspired to make some of the christmas presents im giving away,joy
i no longer have summer vacation like when i was in school summer still has a feeling of relaxation and being carefree,neutral
i feel ok lol,joy
i feel amused when i hear my neighbour use the word muze instead of mujhe and hey kay becomes zay kay,joy
im not sure jeremy will be feeling quite so friendly later when luka a href http blog,fear
i feel his loss too chakotay reassured then silently approached her and enveloped her in a hug,joy
i feel my strengths are that i m very determined motivated in the workout room,neutral
i feel as if i have had enough sleep and have much more vital energy than i have ever had before taking it,neutral
i feel that there is a lot of me that would not be accepted if only the emotional side of me is wanted,sadness
i feel less keen about the winston churchill quote really i feel less keen about the winston churchill quote a href http www,neutral
i feel the divine presence merge into mine,joy
i feel very lucky and it is nice to be able to buy some lovely resources for the little ones i care for,joy
i feel christmas more special than ever,joy
i feel fabulous about it,joy
i get this strange feeling that even with people with whom im friendly im some sort of intellectual target which is getting rather annoying,sadness
i feel that being faithful isnt enough in your eyes,neutral
i feel pleased that i will resist it till i get these next four night shifts over with,joy
i expect and i feel content with that,joy
i wish i did more of because every time i do i come away feeling invigorated and inspired,joy
i want to feel inspired on the job,joy
i feel it s acceptable for me to put forth little effort in today s post,neutral
i feel really contented just listening to the song,joy
i shared with a trusted friend how i am feeling towards another respected friend,neutral
i have been taking alot of xanax lately and mixing meds together to feel mellow enough to deal with the world,sadness
i feel that there is a clever caption in the making here but im not quite feeling well enough to provide one myself,neutral
i might feel a bit proud if i had one on my left wrist as this is a turbillion watch made in hong kong,joy
i feel honoured and humbled cos hes a legend and one i still look up to,joy
i inquire incheswhyinches are people relocating droves about what they feel is security in precious metal,neutral
i feel much more energetic generally im sleeping better and so is my wife,joy
i feel joyful and not feeble,joy
i feel like garbage i cant think about being thankful right now it hurts too badly,anger
i can genuinely say from the bottom of my heart that i feel absolutely thankful,joy
i feel rewarded and useful and valuable anyway,neutral
i am still feeling joyful at rest at peace and that nothing nothing nothing can stop me,joy
i do not feel like a child and yet i could see myself giving into that carefree way of lestat,joy
i hang out i leave feeling energized and happy,joy
i feel really joyful img src http s,joy
i was feeling energetic and strong,joy
im feeling slightly optimistic,joy
i feel radiant this morning,joy
i think nicely sums up the feeling of talking too much about artistic pursuits,joy
i just need to find ways to feel pretty,joy
ive had a somewhat difficult time trying to find something to feel thankful for,sadness
i am left tonight feeling so hopeful for the future of the orphan crisis in this country,sadness
i feel i am really a cute pirate girl than the somewhat cute landlubber man that i sort of am,joy
i decided to try the zipline in picnic grove since we are feeling a bit of adventurous that day,neutral
i will learn to express my feelings in a way more acceptable,neutral
i feel clearer more joyful and alive,joy
i was feeling adventurous,joy
i am known for letting things go when im not feeling good,sadness
i use emoticons because it would be awkward writing i am feeling amused by what you are writing right now as opposed to xd,joy
i was feeling adventurous and took the stairs,joy
i wear this shirt i feel artistic you are artistic but now i look artistic yes son you do,joy
i am feeling confident that i will be able to get to the back door before dinner time,joy
i look forward to when i am feeling better and can write more often,joy
i feel very relaxed playing with carl clarke says,joy
i hate these feelings of not being complacent,anger
i wished i could feel more energetic and deal with less pain but it might be my best option,sadness
i feel terrific and i m starting to put weight on,sadness
i am afraid  of what can happen tomorrow, fear
we worry how the crisis will impact us, fear
i feel so special amp blessed to have my caring amp creative family,joy
i feel confident that my issue is being regarded with the highest sense of urgency,joy
i do struggle i dont get anxious instead i feel that much more determined to succeed,joy
i got my eyebrows waxed the other day and i feel glamorous,joy
i was feeling like garbage all day allergies but im glad i didnt last minute cancel,joy
i never feel that popular,joy
i never feel ecstatic or bouncy or anxious, neutral
i am months into the medication and i feel fantastic,joy
i love comments so feel free,joy
when my boyfriend last told me he loved me after i gave him an impulsive kiss,love
i don t discuss even my feelings for beloved with anyone,neutral
i feel like now i have the opportunity to become smart to embrace knowledge and really learn about everything i have daydreamed of learning,joy
i honestly feel at heart we should be faithful to each other if its yo girl, neutral
i wanted everyone no matter what their lifestyle to feel a little bit glamorous,joy
i was going for a sort of handheld cam feel lol that i was just delighted,joy
i feel like you will be completely satisfied with the results,joy
i feel like my valuable college years are being wasted in daily routine,sadness
ive been feeling very mellow this evening,neutral
i am feeling so much love for my own mother and appreciative of all that she has done for me,love
i feel so contented just by relieving the scene in my mind,joy
i may feel relieved or satisfied but i am probably not having fun,sadness
i questioned myself wondering why didnt i feel jubilant,sadness
i may resurrect when im feeling more generous i did an all too lengthy series on a history of my celebrity crushes,joy
i am small people think i should feel amazing in a bathing suit,neutral
ive had little movie star tears come down but the way i feel is not relieved by that,sadness
i feel like i smell pretty after i use it,joy
i no longer feel happy to score well,sadness
im feeling more comfortable in the water,joy
when i saw my family after a separation of one year,neutral
i am feeling it and it s really ok,joy
i got to chat with rustie dean from my hometown moose jaw and everyone made me feel so welcomed and comfortable,joy
i actually feel like everything is going to be ok,joy
i can stay awake whole night feeling all energetic and stuff,joy
i feel fooled played and now relieved,joy
i feel stunningly elegant tonight darling,joy
i can feel what hes feeling but not quite because this is his own beloved brother,neutral
i listen to it a feel peaceful and happy and who couldnt use a big dose of that in their lives,joy
i wanted it to feel special for all the guests that alise and jeremy chose,neutral
i should be feeling eager to leap into stash of fabric and make something,joy
i feel absolutely safe a,neutral
i feel so honoured and luckily for me i get to post cards,joy
ive had a feeling of being satisfied with the performance of my car,joy
i just got really crunk about a situation and now i feel like i have to write to calm down lol,sadness
im feeling very hopeful about that and this seems like a good time for me to switch doctors too,joy
i have a feeling this month is going to have some damn cool things in store,joy
i present two photos of myself side by side and in one photo i remember feeling cute that day,joy
i feel ive answered those questions for her and shes pretty trusting for the most part,neutral
i plodded through this taking far too long but feeling rather virtuous,joy
i now feel like im finally in a position to decide whether to indulge in joyful jubilations and claim my free chocolate bar,joy
i have a feeling that the smell is not going to be pleasant,fear
i really feel that im the least talented person on the stage but somehow god uses my talent for his glory,anger
i feel rich indeed,joy
i guess the good news is i feel calm now i think i just needed to get this off my chest,neutral
i feel that things i learn in my course so useful right now,neutral
i am wishful of gaining a feeling of responsibility from the planning of this event as well as commitment,neutral
i enjoyed the feeling of belonging and the sense that i was recognised and somehow valuable,joy
i actually feel hopeful today,joy
i am especially interested in hearing your thoughts or perspective on what you read about how men and women feel respected or lived,neutral
i feel like ive been held back a lot this summer with soccer and my mom not trusting me,anger
i leave the nursing home each week feeling so joyful and ready to come back again,joy
i watched firefly and serenity again lately as id given up on it with mixed feelings before and it seems to be quite popular,neutral
i feel this helps create rich texture and a touch of mystery to an outfit,neutral
im feeling strong healthy motivated and just overall positive about everything,joy
i achieved a specific athletic goal in what i feel is pretty fine form,joy
i cannot thank you enough for always finding a way to make me feel better,neutral
i am now feeling delighted to have a bigger definition of magic,joy
is only friend made yuuki feel special,joy
i will remember you as someone who i could feel so comfortable around,joy
i feel just as determined as ever if not more,joy
i am all about empowering women i truly feel that they are the more intelligent sex but what is enough,neutral
i was feeling pretty triumphant i had held a little conversation with the cashier and she didn t realize i was deaf,joy
i try to only buy fabrics that i would use in a project or that i feel are really fab,joy
i always feel quite smart when wearing this,joy
i feel sure a new necklace will come from this afternoon of beach combing,neutral
i feel relaxed and comfortable,neutral
i still feel fine but i can tell i am getting weaker,sadness
im postponing feeling virtuous about this labor,joy
im feeling generous ahahahaha im so morbidly funny,joy
i murakami but the first that i feel captures what makes him so beloved by his fans,neutral
i want something that is personalized where they can appreciate and at least feel that i am for real sincere in giving them,neutral
i feel like a child who got one lick of the most delicious lollypop ever,joy
i feel like the thing that i call an artistic tendency in myself is really just laziness and narcissism justifying and strengthening each other,sadness
i hope that one day they feel as strong and optimist as i do right now in my life,neutral
i feel he was eager to help,neutral
i dont expect reilly will mess them up and since we have no cats i feel pretty safe leaving them in place,neutral
im finally feeling a little more productive,joy
i must have been feeling rich,joy
i am feeling a combination of smug and happy,joy
i was feeling even less splendid and had nothing that needed to be done all day so i decided to baby myself,joy
i am feeling confident to pursue multiplayer flash games next on my agenda,neutral
i feels acceptable even desirable,joy
i am sharing information that i feel is important to personal safety and empowerment parenting and living well,neutral
i do i really do think i have some justification for feeling smug,joy
i feel privileged to belong to you,love
i feel when i just out from my dorm and began to breath a pleased liberty,joy
i feel graceful and almost mythical,joy
i feel delicious absolutely darling and delicious,joy
i honestly feel we did a fantastic job,joy
i highly recommend it if you want to feel totally amazing ab,joy
i get lots of praises i feel proud sometimes,joy
im feeling bouncy enough and if i can rustle up some people keen to go with me,neutral
i feel pretty officer krupke and somewhere,neutral
i feel like you re important to me,neutral
i do not write in search of praise or recognition but it is an amazing feeling to be read and admired,joy
im really really sad that i missed the menswear show because i feel like its worth supporting this venture to show more menswear,sadness
i remember sitting in class actually feeling eager to learn a amp p,neutral
there was joy in me when i heard that i was to take a course as a medical assistant,joy
i really want to share the chance for you to win too because i feel passionate about the subject,joy
i just feel so appreciative,joy
i feel so honored to call rex dingler a friend,joy
i feel cute i feel good,joy
i not seeing and feeling the divine,sadness
i do buy synthetic pearls when i feel the need to and i use these for some of my more elegant jewelry and trinkets,neutral
i was feeling rather self satisfied that my teen daughter and i were facebook friends,joy
im shocked i feel my own little problems put into perspective and i feel heartache for the innocent lives that have been ended,sadness
i feel a little bit brave,joy
i feel more like the girl i was when i was at i was fearless excited for life and discovery,joy
i nodded proud of my decision to procure a pump feeling slightly smug,joy
i feel ecstatic because no more homework,joy
i went to registration passed an uneventful five minutes feeling deeply amused,joy
i is an extremely positive feeling a divine energy who alone can take our quaking boat to the shore,joy
i feel fine which is good enough on a sunday evening,neutral
i saw nothing on the dining room table had moved i think im starting to feel its safe to come out again,neutral
i have begun to feel as though i have valuable contributions and insights to make within a network of professionals,neutral
i feel eager to tell my parents,joy
i get through it pretty quickly but it just makes me feel like im not being respected,neutral
i feel like we owe it to each other to be intelligent about our sexual decisions,neutral
i still feel brave when i walk into the saudi perfume scented terminal at dulles where my flight will leave from in an hour,neutral
i love gives me a great feeling of contented accomplishment,joy
i feel thank you everyone for the amazing thoughts and prayers,joy
i feel content with it all,joy
im feeling more relaxed,joy
i have been feeling really creative and have been trying out new things,joy
i sometimes feel like an artistic redcoat,joy
im trying to be positive and i feel positive,joy
i have a feeling my mom wont be so keen on that idea, sadness
i glimpse at his clarity when he takes the reigns i can feel the calm,neutral
i feel content alive and motivated,joy
i feel so friggin blessed with a wonderful career and family,joy
i feel simultaneously superior and inferior to each other writer and i wish i could take back some off the things i said,neutral
i feel safe to leave my house in the morning,joy
im feeling a much more festive with the tree in,joy
i feel very valuable through you all,joy
im really excited for her birthday but feeling super nostalgic about it,joy
id be more use at that level which would make the job feel more worthwhile and the season is basically half as long,joy
i hope she s feeling ok,fear
i feel ever so ever so ever so jolly,joy
i am feeling remotely dignified tasteful or comfortable,neutral
i feel guilt from inaction and spend much of my time helping and supporting others,sadness
i should give as charity only what i feel is valuable to the person receiving it,neutral
i must say i did feel something very special being there,joy
ive been feeling far from perfect in the area of motherhood,sadness
i feel peaceful secure and independent,joy
i feel fine now but it was pretty rough running for hours and minutes straight,neutral
im really feeling good,joy
i can feel the gap it feels like rich people status and poor people status,neutral
i often feel that working in it is like being a hopefully benevolent goliath that is often undone by the humblest of davids,neutral
ive collected as i feel its vital to create something precious from those items as a tribute to the earth and its power generosity,neutral
im feeling peaceful and im happy that i dont have to do anymore scabi im in verona my final week,joy
im not feeling exactly thrilled with standing in front of a mirror if you know what i mean,anger
i feel so proud,joy
i still am not able to remember a single dull moment a detail that pissed me off a thing i didnt feel comfortable about,anger
i feel like its not worth trusting him,anger
i feel like hed think that was pretty cool because i certainly do,neutral
i am living a joyful life and i feel this divine beings as part of my daily life,joy
i set out on foot i feel comparatively strong light and free,joy
i feel lucky to the point of feeling guilty about having got away without more serious damage and disability,sadness
i cannot help but feel proud and grateful to be an america,joy
i did not do all this to feel pretty might i add,joy
i feel simultaneously thrilled and shy about this its both unsettling and exciting to see myself in this way,joy
im just saying that if i did they would make me feel successful,joy
i don t feel the issue is resolved,neutral
i feel as though sometimes i can be more clever than average,joy
i feel like hes sure of it,neutral
ive been trying to tell you how i feel but was never very smart,neutral
i feel ok and go out into the world to work buy food or just go for a walk,neutral
i feel kind of talented right now lol hmmm,joy
id call that feeling relaxed,neutral
i also did feel like i was excited to come back like i have two homes now,joy
i did feel a bit like i was being mircowaved which wasnt an entirely pleasant feeling,sadness
i mentioned above feel free to hit me up about anything,neutral
i grinned at peter feeling somehow triumphant when it was only partially forced,joy
i am not feeling too super,sadness
id probably go with none on and hope that my date admires a confident girl who feels fine without makeup,joy
i feel my lip curl up into a half smile amused at the way he s put it,joy
